"Wild.type.untreated.rep1"	"Wild.type.untreated.rep2"	"Wild.type.untreated.rep3"	"Wild.type.untreated.rep4"	"Wild.type.untreated.rep5"	"Wild.type.antibiotic.treated.rep1"	"Wild.type.antibiotic.treated.rep2"	"Wild.type.antibiotic.treated.rep3"	"Wild.type.antibiotic.treated.rep4"	"Wild.type.antibiotic.treated.rep5"
"RPUSD1"	5.859166	5.577621	5.921195	5.860295	5.996488	5.985584	5.811798	5.813367	5.838607	5.957406
"TMEM11"	9.971834	10.170367	9.947993	9.389272	9.897257	10.294815	10.088919	9.81405	9.921512	10.193997
"CDK4"	7.227416	7.162188	7.4238	6.940333	7.179514	6.894822	7.386046	7.142308	7.147585	7.026955
"GRIPAP1"	7.279753	7.445139	7.53153	7.664889	7.122836	7.401964	7.716636	7.359147	7.661484	7.576397
"C3orf62"	5.716237	5.741216	5.626834	5.575285	5.861212	5.734539	5.761966	5.846707	5.612739	5.606623
"LURAP1L"	10.582861	10.617997	11.004494	11.041807	11.455685	11.112816	11.021608	10.838536	11.214138	10.933324
"FAM221B"	5.529252	5.604592	5.494844	5.602347	5.595119	5.34294	5.554009	5.629031	5.608771	5.582636
"SLC13A2"	11.545747	11.32642	11.485393	12.182009	11.694239	12.280063	11.938857	11.909057	11.492634	11.988781
"GABPB1"	6.264015	6.243357	6.330451	6.485753	6.662969	6.285918	6.366525	6.242587	6.405451	6.275092
"GRAMD1B"	6.082254	6.044872	5.954868	6.156198	6.165042	6.224809	6.289891	6.131821	6.111973	6.263127
"JUN"	9.273013	9.22722	8.713432	8.799781	8.73263	8.454062	8.786212	8.301721	8.178525	8.32871
"C2orf88"	8.611149	8.848952	8.392235	8.776398	8.950651	9.007179	8.124293	8.78835	9.59224	9.217895
"CXorf38"	5.546211	5.587319	5.645306	5.662216	5.632884	5.703158	5.775943	5.386039	5.539037	5.625037
"AP5S1"	8.760055	8.620023	8.029914	7.981196	7.865736	8.554825	9.005334	8.298462	8.360414	8.704854
"OR51F2"	5.487151	5.396647	5.605352	5.596523	5.70975	5.565527	5.437254	5.628236	5.429327	5.420144
"BLMH"	7.352929	7.582241	7.608441	7.280171	6.995133	7.708461	7.589611	6.78839	7.265341	7.250157
"MTX1"	9.155582	9.087461	9.013445	8.982274	8.827799	9.072968	9.598733	8.991079	9.229112	9.215026
"HOXA10"	5.626415	5.54224	5.643941	5.48044	5.630606	5.44103	5.556687	5.539128	5.582672	5.569516
"DNAJC4"	7.660237	7.755863	7.521394	7.658489	7.65931	7.936068	8.253148	7.704202	7.741555	8.034349
"ATF5"	7.043737	7.088265	7.173301	7.054624	6.764298	7.445657	7.416564	6.978986	7.293453	7.426403
"ATP6V1D"	8.057133	7.807071	8.201354	8.319222	8.290681	7.88365	8.154475	8.069854	8.277226	8.16535
"PCMTD2"	7.665731	7.605415	7.493661	7.804181	8.167725	7.521394	7.237075	7.81976	8.32871	7.953558
"WDR61"	7.298907	6.992306	7.191424	6.889696	7.093659	7.388205	7.141537	7.078525	6.965602	7.206435
"KHDRBS2"	5.786495	5.728527	5.669794	5.821038	5.937513	5.851167	6.046366	5.802205	5.81116	5.882324
"RASD1"	5.826372	5.548723	5.752839	5.893191	5.920827	5.67868	5.602016	5.741052	5.651734	5.688524
"TATDN3"	5.522636	5.676963	5.624574	5.442621	5.553848	5.564714	5.68102	5.702988	5.680746	5.707121
"DIO1"	7.423066	7.722922	6.899341	7.387323	7.906898	7.23195	7.905277	7.373802	7.348103	7.719636
"PADI3"	5.572146	5.56216	5.518896	5.681507	5.681125	5.546616	5.544486	5.705578	5.498107	5.563068
"KLHL26"	7.133206	7.054271	6.880471	7.094805	7.088901	7.106372	7.338879	6.968593	7.100863	7.168735
"TMA16"	5.571938	5.635228	5.507434	5.576178	5.498964	5.596609	5.511357	5.420945	5.603853	5.535769
"KANSL3"	7.223956	7.318827	7.099877	7.552021	7.371511	7.45462	7.398342	7.565821	7.701203	7.675702
"SRRD"	6.026346	6.150142	6.030522	6.163657	5.857799	6.264162	6.350588	5.805804	6.169115	6.188045
"TLDC1"	6.573046	6.440749	6.184233	6.189848	6.458834	6.730896	6.981646	6.62153	6.647	6.84073
"RASSF1"	7.872678	7.602848	7.939336	8.165827	7.892433	8.329751	8.33019	8.014788	8.41591	8.264789
"EFCAB9"	5.587131	5.652059	5.820437	5.62809	5.558644	5.744868	5.845291	5.616286	5.728108	5.751055
"SLC41A3"	5.7612	5.756697	5.619117	5.698345	5.796106	5.902822	5.739353	5.686947	5.797715	5.858476
"SMYD1"	5.795982	5.636925	5.68628	5.720156	5.816943	5.603803	5.920512	5.610618	5.673311	5.733873
"PPP1CB"	7.212243	7.187758	7.504736	7.49071	7.387903	7.519626	6.599074	7.28172	7.695555	7.292527
"HMX3"	5.7022	5.447909	5.562042	5.53268	5.697697	5.554421	5.540342	5.615511	5.520441	5.56825
"AAED1"	6.414565	6.429801	6.613355	6.397315	6.888657	6.732155	6.811994	6.670142	6.805843	6.703726
"OR52B4"	5.622198	5.531406	5.541822	5.508485	5.702332	5.521875	5.405323	5.534432	5.6365	5.410421
"AP3B2"	5.587014	5.608411	5.557863	5.649359	5.750948	5.692525	5.639904	5.537475	5.598081	5.633536
"ABCB7"	8.466804	8.632654	9.249549	9.099833	8.55094	8.276197	7.682907	8.222244	8.036693	8.171858
"CCL11"	5.813862	5.717791	5.759374	5.931536	5.930282	5.726107	5.899346	5.902162	5.782068	5.764907
"RAB13"	5.997562	6.173278	6.177781	6.062736	6.153572	6.377998	6.449619	5.814996	6.308821	6.235465
"APOC2"	5.972365	5.921295	5.855144	5.788196	5.959521	6.049918	6.0959	5.752928	5.884233	6.031145
"BSG"	6.020939	6.007793	5.813335	5.889418	6.285637	6.379306	6.625503	6.255536	6.374339	6.276941
"CXorf57"	6.656438	6.861036	6.538405	6.63824	7.237369	6.912809	6.40042	6.775373	7.000526	6.958148
"NAV1"	6.925806	6.797219	6.450545	7.039763	6.600119	5.993931	6.690277	6.993816	6.212175	6.160961
"BCL2L1"	5.996703	6.081169	6.075364	6.112455	6.242532	6.513911	6.300367	6.010894	6.179684	6.242066
"KIAA1524"	5.58822	5.757156	5.70679	5.906121	5.68036	5.67213	5.777765	5.637598	5.742515	5.651956
"COQ4"	6.445855	6.519744	6.205485	6.040248	6.266988	6.363235	6.554627	6.216601	6.197653	6.386612
"CREBRF"	5.697574	5.623353	5.774529	5.670519	5.909014	5.712799	5.508708	5.806123	5.982794	5.827207
"KNTC1"	6.47911	6.493534	6.834724	6.747542	6.764067	6.031476	6.101467	6.342684	6.125027	6.182262
"SNX25"	6.308794	6.256106	6.62404	6.379112	6.44063	6.587486	6.48158	6.545547	6.784751	6.523009
"SFN"	6.659221	6.604819	6.728662	6.603925	6.732944	6.870296	6.811406	6.314061	6.560772	6.360358
"PDCD2"	8.863385	9.424487	8.73174	8.46338	8.638953	8.862196	9.246676	8.941354	9.012543	9.132379
"CCDC19"	6.020649	5.978111	5.965533	5.705543	5.614876	5.741879	5.630961	5.55701	5.565344	5.711312
"KLF10"	5.828399	5.845537	5.694997	5.634176	5.827661	6.095143	5.574149	5.852343	5.967423	5.845563
"ITPKC"	8.016302	8.262457	8.211686	8.495898	8.545023	9.155817	9.130185	8.598529	8.975385	8.956372
"SGCE"	5.712209	5.614281	5.563862	5.468021	5.754417	5.483855	5.69548	5.551741	5.538441	5.624204
"LSM11"	5.818238	5.628551	5.626188	5.718151	6.033943	5.796393	5.6983	5.769643	5.96027	5.798509
"SMIM24"	10.054941	10.25231	9.920457	10.293458	10.908193	11.788564	11.474277	11.525963	11.322246	11.287941
"NSA2"	10.808522	10.843512	10.621335	10.408935	10.898873	10.595024	10.905155	11.054663	11.18445	10.939244
"ANAPC5"	8.276145	8.336265	8.233246	7.993875	8.325091	8.184332	8.531697	8.430729	8.292189	8.369474
"KAT6A"	6.546422	6.24325	6.835549	7.484198	8.328381	7.843382	7.208808	6.909439	6.247775	6.445461
"INO80"	5.989588	6.096636	5.969695	6.366021	5.91087	6.033943	6.209164	6.04426	6.044514	6.04104
"DUSP15"	5.498203	5.751616	5.643577	5.751992	5.668755	5.581988	5.706838	5.681179	5.714495	5.675902
"OR5B21"	5.705705	5.460348	5.510956	5.612481	5.760442	5.56656	5.519888	5.677177	5.428018	5.543616
"CASP7"	9.389895	9.229154	9.901277	9.868121	9.823673	9.703018	10.061891	9.290822	9.930676	9.578161
"NR3C2"	5.872943	5.856915	5.76266	6.006699	6.154783	6.05473	5.745142	5.900486	5.786952	5.834604
"SMDT1"	11.014805	11.017409	11.297381	11.374579	11.383612	11.820745	11.698089	11.490119	11.364701	11.614589
"MAU2"	6.987492	6.919204	6.816291	7.07708	6.891325	7.043662	7.437397	7.113728	7.045787	7.171063
"ARFGAP3"	8.462113	8.830203	8.402911	8.33691	8.523995	8.791869	8.699605	8.858611	8.936989	8.926127
"AKAP4"	5.54759	5.545707	5.480876	5.523718	5.601455	5.587476	5.554758	5.638484	5.551811	5.463788
"BNIP1"	7.418806	7.424808	7.261907	7.077237	7.332856	7.489285	7.476898	7.145303	7.340177	7.735603
"CAP1"	10.023163	9.913524	10.119216	10.12979	10.318012	10.12744	9.911428	9.666143	10.201359	9.831741
"ABCB4"	5.6935	5.595611	5.750156	5.625351	5.661711	5.62607	5.679795	5.568557	5.736503	5.69705
"MGME1"	5.628134	5.525073	5.620184	5.594777	5.755481	5.645323	5.602833	5.607079	5.552572	5.626039
"IFIH1"	6.410521	6.125849	6.731126	6.820331	6.78481	6.206474	5.993925	6.210167	6.355911	6.340492
"PDZRN3"	6.28828	6.041147	5.987515	5.928065	5.831984	5.748445	5.72998	5.769659	5.810666	5.759564
"ARRDC4"	10.157046	10.066698	10.076894	10.741688	10.294815	11.149159	10.585729	10.451855	10.590893	10.681657
"CDH17"	8.659257	8.386946	9.004882	8.337944	8.266067	8.167102	8.885183	7.701806	8.673001	8.194721
"CTCF"	7.936068	7.77854	7.936068	7.708107	7.898255	7.658961	7.510999	7.867715	7.70157	7.692241
"CBL"	5.948968	5.967907	5.745179	6.112601	6.091185	6.019263	5.784096	6.058731	6.120131	6.041275
"ANKMY1"	5.693577	5.587866	5.734995	5.718109	5.694605	5.653466	5.68017	5.708978	5.570511	5.649889
"CLNS1A"	8.238931	8.243788	8.357635	8.213083	8.170014	8.2741	8.620944	8.349055	8.413138	8.215303
"NCF2"	5.679501	5.510514	5.579218	5.553351	5.733391	5.492992	5.454944	5.74727	5.51013	5.529301
"CGN"	8.078413	8.088939	8.096507	8.163692	8.089634	8.306123	8.057753	8.112648	8.236598	8.20887
"ZCCHC18"	5.833712	5.676529	5.579985	5.721302	5.813172	5.701279	5.739326	5.826229	5.638726	5.659228
"INTS10"	8.232244	8.289378	8.117998	8.065986	7.941245	8.1965	8.402293	8.158158	8.313403	8.101076
"LEAP2"	5.716642	5.797386	5.859658	5.650372	5.771593	5.799324	6.124714	5.640468	5.816733	5.697974
"RPS6KL1"	5.652599	5.737127	5.584563	5.650533	5.720176	5.581555	5.616008	5.635071	5.464482	5.456101
"ADAM32"	5.721665	5.542379	5.659678	5.705443	5.839825	5.559378	5.627912	5.83969	5.495046	5.609475
"FERMT3"	5.906516	5.708122	5.935163	5.888517	5.70878	6.042414	5.723149	5.971848	5.646904	5.78309
"HTR2A"	5.556521	5.601201	5.59259	5.533896	5.583534	5.559892	5.621444	5.630374	5.548096	5.674668
"PRR15"	8.170399	8.151557	8.444687	8.146902	8.331086	9.293204	8.927638	7.996549	8.40668	8.86815
"ADAM9"	8.912434	8.819957	9.41501	8.873813	8.793593	8.039205	7.915451	8.351768	8.703607	8.154475
"KLHDC8A"	5.535065	5.590318	5.617841	5.688662	5.607118	5.685363	5.774003	5.513809	5.573851	5.567868
"RP11-402G3.3"	5.497921	5.787664	5.70733	5.833454	5.444484	5.844223	5.723262	5.638695	5.757681	5.769063
"KLHDC1"	5.700433	5.834237	5.797228	5.572019	5.728471	5.767292	5.759851	5.894596	5.798415	5.78445
"MRM1"	7.823567	7.760789	7.5534	7.52367	7.238254	8.134143	7.886109	7.917155	7.866379	7.774313
"CENPC"	5.568685	5.513587	5.59489	5.479782	5.563234	5.507289	5.692508	5.463297	5.505391	5.310485
"SLC38A5"	5.830471	5.442216	5.863831	5.820031	5.805406	5.685818	5.832343	5.822772	5.400235	5.790051
"ARCN1"	7.43379	7.334287	7.578455	7.403751	7.123994	6.904557	6.783574	6.957407	7.205812	7.164756
"FAM60A"	5.675407	5.571513	5.559751	5.584533	5.718343	5.486277	5.631079	5.844639	5.617771	5.489348
"NDUFA13"	13.112698	13.325999	13.15343	13.107035	13.175197	13.129799	13.488655	13.129799	13.095339	13.264542
"TARBP2"	7.041188	6.974661	6.902013	7.056543	7.040688	7.049906	7.468393	7.215711	7.081476	7.057499
"LGR5"	5.959879	5.956248	5.88596	5.903928	5.988945	5.670874	5.964823	6.097015	5.814063	5.781808
"TSSK6"	5.968268	5.620891	5.865956	5.904227	5.947186	5.651891	6.110531	5.923316	5.780073	5.881292
"S1PR3"	5.690203	5.56231	5.446703	5.543413	5.723526	5.48627	5.50677	5.578305	5.496259	5.495647
"ADAMTSL2"	5.635792	5.393345	5.49562	5.682471	5.654474	5.577346	5.679619	5.652353	5.300226	5.620444
"GAB2"	5.656025	5.558225	5.522338	5.758206	5.841824	5.665566	5.678634	5.770791	5.549742	5.567211
"PRSS41"	5.968036	5.92866	5.907002	5.75129	6.408059	5.946737	6.099924	6.47756	6.057478	5.885397
"EOGT"	5.574534	5.506347	5.674947	5.547951	5.664331	5.432759	5.368074	5.605228	5.546255	5.414565
"AMIGO3"	7.090032	6.812232	6.959087	7.198729	6.432395	6.628947	6.677186	6.373989	6.008399	6.193252
"C11orf24"	8.380975	8.070857	8.658091	9.165834	8.304783	7.714136	8.205933	8.056144	7.772538	7.724334
"RIN1"	6.654304	6.665422	6.362253	6.629355	6.546422	7.014564	7.234973	6.817322	7.095724	7.01544
"FOXP4"	5.589731	5.725145	5.697261	5.801392	5.871604	5.786389	5.846084	5.864069	5.770093	5.702128
"HMG20A"	6.70595	6.709455	6.515535	6.622413	6.518438	6.600263	6.757487	6.868719	6.798588	6.80701
"COL23A1"	5.567251	5.528092	5.570208	5.710769	5.675627	5.678993	5.663914	5.651996	5.569466	5.605295
"TMEM178A"	5.584869	5.600612	5.646606	5.61976	5.617752	5.603422	5.600413	5.709425	5.591894	5.630123
"LCOR"	5.826173	5.724684	5.82262	6.00423	6.094356	5.837563	5.62621	6.003116	5.824729	5.806181
"TMED3"	8.847591	8.657215	9.164794	8.863768	8.983971	8.024783	9.010306	8.636212	8.673307	8.577302
"ACKR2"	5.975249	5.870267	6.420518	6.009492	5.600297	6.280629	6.445461	6.554021	6.200941	6.242587
"KLHL5"	5.695397	5.613644	5.719977	5.611696	5.562251	5.720747	5.562511	5.560449	5.664484	5.634888
"ECSCR"	5.588389	5.488011	5.500835	5.609768	5.642743	5.564303	5.543458	5.512334	5.512872	5.596238
"ARHGAP9"	5.952959	5.91819	5.608145	6.075594	6.041572	5.7309	5.780413	5.773067	5.590814	5.598672
"PEX14"	8.758898	8.710913	8.354868	8.371497	8.249212	8.73834	9.346537	8.418471	8.528093	8.796113
"NOL12"	7.649685	7.654716	7.752276	7.428197	7.75131	7.279898	8.4206	7.776345	7.584186	7.593447
"GDI2"	7.293453	7.417633	7.681005	6.957207	7.215194	7.516605	7.07449	7.034524	7.990119	7.287305
"PCGF2"	5.669023	5.714131	5.967348	5.798872	5.743794	5.753079	5.866641	5.8954	5.83893	5.659047
"E4F1"	7.614593	7.525986	7.290967	7.61094	7.520673	7.478765	7.768643	7.91775	7.691665	7.832153
"INCA1"	5.90027	5.897086	5.811303	5.837346	5.789045	5.88683	5.87569	6.062074	6.149771	6.009596
"ATP6V0E1"	11.112816	10.81239	10.679046	10.545878	10.978065	11.324725	11.421086	10.951291	11.189022	11.399508
"CHRNB4"	5.771854	5.743399	5.582319	5.830471	5.625777	5.478179	5.637076	5.781854	5.725395	5.755978
"SLC12A7"	7.275799	7.524449	7.425157	7.380078	7.138099	7.397243	7.667683	7.383093	7.353591	7.397243
"ERF"	5.632427	5.655055	5.678024	5.738324	5.719487	5.77166	5.76891	5.699476	5.775235	5.732828
"BHMT2"	6.034983	5.656616	5.712459	5.941554	5.994437	5.622572	5.550295	5.897004	5.579847	5.534605
"OR4M1"	5.561304	5.60743	5.504105	5.463768	5.549842	5.437094	5.64918	5.57089	5.72822	5.702091
"LYAR"	6.966447	6.695193	7.160462	6.767997	6.486321	6.515732	6.534754	6.745084	6.390732	6.361307
"LCK"	6.85805	6.757746	6.208717	6.751311	7.021691	6.923797	6.500889	6.531237	6.308619	6.712316
"PTPN12"	6.207899	6.060151	6.44748	6.404671	6.499374	6.21966	5.813333	6.247074	6.387055	6.141746
"POLL"	6.726888	6.701851	6.248521	6.327074	6.5132	6.410135	6.671476	6.417966	6.49823	6.407878
"COL7A1"	5.659094	5.587669	5.682757	5.72674	5.636331	5.665282	5.61035	5.75919	5.638032	5.606374
"SLC22A5"	7.610542	7.633385	7.370871	7.336651	7.602154	8.176698	7.839273	7.742261	7.764812	7.853507
"OR4E2"	5.797523	5.458708	5.602833	5.609069	5.604657	5.64138	5.56229	5.621213	5.602833	5.59287
"BHLHA15"	6.200593	6.013056	7.242785	7.112523	6.251352	5.626663	5.864574	5.864308	5.766025	5.732387
"NFYC"	8.403236	8.239326	8.213629	8.373255	8.376847	8.229281	8.41983	8.446345	8.275657	8.215806
"MUS81"	6.490728	6.341129	6.27132	6.35501	6.300246	6.607562	7.019993	6.509654	6.467557	6.435922
"SLX4"	7.625723	7.404438	8.051798	7.912853	7.946769	6.827105	7.587132	7.589319	7.308513	7.475031
"OTOF"	5.534369	5.563908	5.532598	5.56229	5.6579	5.45676	5.497207	5.556542	5.596378	5.539882
"IFNGR1"	9.407833	9.418149	9.280166	9.301149	9.514907	10.088919	9.480378	9.609308	10.025611	9.952681
"NACA"	9.873879	9.891467	9.848261	9.429182	9.811797	10.076845	9.583007	9.936862	10.007525	9.923863
"OR10Q1"	5.743592	5.616546	5.688771	5.665086	5.893298	5.813565	5.555304	5.739768	5.690796	5.557173
"FAM219B"	5.830102	5.755553	5.615994	6.010449	5.472839	5.937944	5.72741	5.775363	5.691009	5.993429
"DTX4"	6.218282	6.34197	6.320138	6.117718	6.226723	5.921682	6.026838	6.2928	6.00288	6.099829
"AXL"	5.909629	5.996488	5.629912	5.773934	6.181017	6.199609	5.752839	5.849662	5.763214	5.701871
"GPR87"	5.6411	5.534332	5.519207	5.646814	5.642516	5.577717	5.450372	5.699072	5.617655	5.480453
"HIRA"	5.548617	5.71116	5.573193	5.665193	5.712541	5.788388	5.886934	5.926726	5.525912	5.576394
"PGK1"	8.414465	8.239072	8.509215	8.370031	8.58023	8.445063	8.513599	8.292627	8.629156	8.362655
"C16orf70"	5.613258	5.379137	5.668511	5.625112	5.77386	5.516925	5.855778	5.518044	5.480756	5.697349
"POU4F3"	5.519789	5.750441	5.55933	5.730371	5.570599	5.553603	5.796624	5.399395	5.708024	5.690099
"CENPJ"	6.089165	5.933917	6.327195	6.4265	6.251484	5.822772	5.959517	6.14939	6.120646	5.913466
"PEX26"	6.58412	6.543336	6.813588	6.846974	6.934708	6.534932	7.260879	6.762485	6.869281	6.998328
"MAST2"	9.623474	9.556077	9.070096	8.985826	8.908177	9.081711	9.390948	9.085179	8.932999	9.309139
"TEX22"	5.56728	5.732869	5.673817	5.531342	5.568417	5.843582	5.715213	5.506183	5.568672	5.712229
"SLMO1"	5.88841	5.675093	5.679393	5.839874	5.703011	5.617811	5.774454	5.847746	5.646678	5.678248
"MARVELD2"	9.050933	9.036695	9.013669	8.680203	9.160959	9.294841	8.860222	9.20942	9.259224	9.03997
"TCEB3"	8.043782	7.998113	8.028584	8.015905	7.716382	7.989681	7.903669	7.689392	7.901813	8.008201
"NCALD"	7.772273	7.377874	7.104338	7.411273	7.569664	6.66639	6.818881	6.969878	6.761185	6.925269
"THAP3"	5.599528	5.91287	5.830607	5.835302	5.748719	5.981974	6.222939	5.798611	5.784025	6.115172
"DFNA5"	7.486579	7.519728	7.032329	7.317129	7.152272	8.495134	8.685039	8.185054	8.64286	8.838607
"HIST1H2BL"	11.496416	11.774716	10.897101	10.858746	11.334306	11.40234	11.386073	10.972683	11.019124	11.168818
"IL36G"	5.550668	5.711721	5.890634	5.765483	5.536922	5.627392	5.418297	5.470592	5.740151	5.775093
"GNB2L1"	8.218134	7.837546	8.038529	7.688503	8.371822	7.442813	8.558964	8.041011	7.931325	7.952546
"SYNGR1"	5.54799	5.539428	5.624824	5.651138	5.625415	5.606215	5.616863	5.521685	5.551343	5.599762
"RAB38"	5.768388	5.767578	5.50107	5.699688	5.741059	5.784873	6.052631	6.081115	5.843034	5.914017
"WDR77"	6.303438	5.996673	6.036936	6.058102	6.081586	5.994554	5.998764	6.204827	5.921389	5.962666
"KAT2A"	6.795374	6.568117	6.891435	6.886917	6.710031	6.648388	6.886917	6.980143	6.745084	6.516258
"ELOVL5"	10.530545	10.393763	10.617997	10.955743	10.705614	10.378872	9.953529	10.758459	10.518943	10.178417
"FCER2"	6.197076	5.961492	5.590158	5.860213	6.128915	5.711241	5.760492	5.686132	5.74666	5.705768
"CCHCR1"	6.56153	6.465388	6.26919	6.525176	6.443317	6.181085	6.595534	6.652032	6.310394	6.288266
"PKP3"	8.626767	8.574087	8.345103	7.94397	7.893602	8.652452	8.817226	8.232979	8.418977	8.377446
"DDIT3"	6.918196	6.900588	7.09282	7.425014	7.289197	6.971604	7.62797	7.26871	7.67619	7.723248
"SEC11A"	9.665436	9.503397	10.022165	9.544289	9.71627	9.746737	9.698382	9.253566	9.98627	9.81405
"SNRNP40"	5.822371	5.586499	5.516616	5.823079	5.639841	5.605191	5.665134	5.631568	5.56262	5.587305
"SH3RF2"	10.692647	10.471527	10.652538	10.452852	10.452852	10.551191	9.979348	10.503949	10.328041	10.602797
"PROC"	6.026748	5.999837	5.995396	5.985467	5.850223	5.818655	5.861968	5.706792	5.86897	5.745109
"PRKAB1"	10.113165	9.946391	9.162824	9.485276	9.351094	10.216769	9.746215	9.740704	10.050368	9.715026
"TBC1D7"	7.024001	6.837049	6.835216	6.914183	6.930946	6.902161	7.296225	6.763427	6.754486	7.017441
"CLEC7A"	5.690492	5.613019	5.689657	5.619059	5.637993	5.715242	5.712153	5.636236	5.655253	5.602279
"FBXO28"	6.900887	6.687544	7.066165	7.021065	6.899566	6.831937	7.079735	7.027408	6.861088	7.008039
"FBXL16"	5.790029	5.544837	5.567137	5.678248	5.908034	5.673873	5.711929	6.133898	5.545294	5.647482
"GP1BB"	6.000989	6.003282	5.774677	6.11487	5.763769	6.743351	6.29365	6.178695	6.232391	6.173871
"TEAD2"	6.14017	6.194243	6.504597	6.563037	6.19372	5.767484	6.046723	5.983275	5.973625	5.947186
"SOX7"	5.702547	5.585662	5.496551	5.620591	5.614009	5.588317	5.605649	5.759181	5.540741	5.492128
"HSD17B8"	10.815145	11.063946	10.206866	10.508414	10.654594	10.82771	11.419405	11.009582	11.164788	11.093711
"PRR5"	6.16278	6.156942	5.941617	6.25158	6.070608	6.310221	6.376133	6.050373	6.056438	6.156109
"CTNS"	7.083131	7.300807	6.920018	7.120509	7.455848	7.363795	7.439353	7.423171	7.545807	7.70202
"TMEM150A"	5.540311	5.907874	5.540625	5.700827	5.659176	5.839117	5.78653	5.706471	5.795677	5.760253
"MTMR7"	5.588238	5.591501	5.465438	5.543516	5.593307	5.613818	5.57482	5.571303	5.707816	5.556447
"EGR3"	5.756025	5.911501	5.813925	5.70835	5.954466	5.678306	6.004776	5.672814	5.972392	5.718359
"RHOJ"	5.879765	5.874347	5.888969	5.542092	5.76771	5.680667	5.72894	5.555073	5.721619	5.858772
"FAM170B"	5.541978	5.722951	5.70995	5.562063	5.209518	5.61405	5.590308	5.339363	5.755106	5.713348
"GABRA1"	5.60534	5.645357	5.511418	5.632819	5.403616	5.637854	5.801483	5.378627	5.730995	5.526202
"FAM118B"	6.05213	5.920066	6.015894	5.944193	6.09004	5.838379	6.007152	5.972014	5.903198	5.895782
"LIMK1"	5.990084	6.116849	6.181783	6.201628	6.055203	6.026751	6.281317	6.027021	5.993974	5.942018
"CENPT"	7.889717	7.441309	7.79822	8.08323	7.5743	7.204182	7.901385	7.925321	7.655055	7.491387
"NUP133"	6.538416	6.409328	6.439436	6.429041	6.327266	6.059912	6.230998	6.305612	6.161618	6.129692
"MED23"	7.949113	7.958998	7.693773	7.777607	7.50509	7.387773	7.629754	7.650479	7.813969	7.914412
"SESN1"	7.011125	7.310671	7.003913	7.138442	6.905574	7.602131	7.022477	7.163864	7.450772	7.447827
"GLIPR1L2"	5.619298	5.504266	5.679775	5.518281	5.803152	5.640742	5.786704	6.052721	5.572903	5.747644
"TBC1D14"	5.663683	5.710354	5.599571	5.747413	5.566642	5.89527	5.601149	5.719535	5.726251	5.708396
"RAB10"	7.202224	7.124122	7.228355	6.942078	7.146035	7.151928	7.057337	7.09895	7.316966	7.00704
"PHYHIPL"	5.446962	5.73346	5.540978	5.589242	5.616269	5.561097	5.425387	5.542497	5.51883	5.458577
"KBTBD2"	7.783981	7.898897	7.616446	7.764163	7.879246	8.153719	7.553614	7.844496	7.883262	8.129623
"VPS9D1"	5.913407	6.205299	6.156844	5.938494	6.095865	6.319889	6.095953	6.310636	6.397082	6.513602
"FGL2"	6.972674	7.287087	7.429939	7.224776	7.038632	7.096183	6.771682	6.869868	7.277466	6.969081
"ZNF750"	6.767821	7.129192	6.770274	6.477104	6.789044	6.790903	6.443522	6.606422	6.85339	6.643186
"NAGPA"	6.303177	6.347323	6.028261	6.12571	6.283157	6.53059	6.436259	6.140672	6.337812	6.350243
"THBS3"	5.593455	5.668267	5.489154	5.535468	5.509175	5.544882	5.667901	5.514286	5.479156	5.589884
"ENPEP"	5.620332	5.583232	5.540848	5.485355	5.790582	5.755705	5.759988	5.66631	5.727016	5.684258
"ISPD"	5.606513	5.582828	5.600821	5.509761	5.768063	5.476499	5.656735	5.682471	5.701071	5.670058
"RPS11"	14.166719	14.128481	14.166719	14.113603	14.288014	14.143913	14.222657	14.263557	14.037455	14.30432
"BIRC6"	5.947186	5.448974	5.608915	5.515181	5.936312	5.642482	5.590474	5.896918	5.687379	5.637151
"ZNF444"	5.70913	5.775293	5.52075	5.697829	5.588843	5.788456	5.4684	5.51527	5.864485	5.770241
"MGAT3"	6.277985	6.666731	6.764067	6.478673	6.611123	7.045195	7.447736	6.710219	7.154902	7.107306
"PDAP1"	10.367676	10.219079	9.276935	9.253104	10.752386	10.410676	9.717223	10.344828	8.794103	9.557798
"ALAD"	11.900358	12.13337	11.698089	11.192137	11.471	11.541287	11.839713	11.389787	11.303172	11.467316
"IL17RA"	5.857494	5.896715	5.840198	6.01522	5.803584	6.115882	6.023513	5.894289	6.008501	6.00699
"RNF135"	6.733824	6.64093	6.756548	6.611057	6.987335	6.665886	6.964206	6.963368	6.891926	6.933116
"FSTL4"	6.432557	6.250589	5.993692	6.050843	5.853837	5.88195	6.389443	5.992118	5.743839	5.77051
"PIK3CD"	5.736731	5.702215	5.707758	5.784463	5.622968	5.756109	5.643698	5.667681	5.740544	5.742076
"GCHFR"	5.695173	5.860288	5.795227	5.752961	5.619857	5.784995	5.877009	5.675756	5.764635	5.786138
"LMF1"	7.748644	7.721661	7.200759	7.611158	7.699778	7.795126	7.925321	8.027378	7.52	7.75679
"TXNDC15"	8.766669	8.441263	8.269294	8.078008	8.462194	8.426201	8.308042	8.501397	8.518189	8.527968
"OR5AP2"	6.010206	5.593123	5.645357	5.732698	5.963601	5.65139	5.861275	5.912467	5.751792	5.768063
