"Wild.type.untreated.rep1"	"Wild.type.untreated.rep2"	"Wild.type.untreated.rep3"	"Wild.type.untreated.rep4"	"Wild.type.untreated.rep5"	"Wild.type.antibiotic.treated.rep1"	"Wild.type.antibiotic.treated.rep2"	"Wild.type.antibiotic.treated.rep3"	"Wild.type.antibiotic.treated.rep4"	"Wild.type.antibiotic.treated.rep5"
"ZBTB41"	6.129585	6.102865	6.385279	6.148525	6.202519	6.158352	6.00977	6.03708	6.234481	6.21923
"NUBP1"	9.088396	9.026637	9.259413	8.844795	8.675037	9.29536	9.485084	9.025916	9.027438	9.068334
"JADE1"	6.656432	7.125336	6.918072	6.877427	7.073424	7.207788	6.629828	7.18526	7.212192	6.981138
"RANGRF"	8.348786	7.936534	8.000444	7.922191	8.096237	7.753627	8.328006	8.070857	7.512468	7.689392
"CD160"	6.423822	6.363675	5.980791	6.306953	6.535923	6.199747	6.233731	6.070941	5.604806	6.031476
"METTL7B"	11.512975	11.639968	10.497807	10.864043	10.837127	11.657901	11.956837	10.968919	11.508812	11.2621
"GIN1"	5.564919	5.476339	5.520219	5.497694	5.592176	5.691706	5.460969	5.639841	5.517246	5.445718
"SLC6A18"	5.372247	5.656298	5.644347	5.515803	5.692548	5.628018	5.589967	5.404111	5.528965	5.583287
"IK"	8.886867	8.814093	9.225199	9.077363	9.027479	9.265766	8.288038	9.236969	9.345054	8.934624
"CCT5"	7.394363	6.838851	6.978539	6.814519	6.984305	6.53962	7.466834	6.921305	7.053181	6.645505
"EBF1"	5.633199	5.953813	5.706381	5.54527	5.51072	5.659151	5.740473	5.557453	5.820905	5.657612
"MCEE"	10.670454	10.718653	10.290411	10.222017	10.662919	10.563958	10.94212	10.652538	10.406556	10.799471
"ARNTL"	9.074909	8.743058	8.760055	9.147264	9.133683	8.327633	8.138697	8.174712	9.225199	9.183476
"FOLR1"	5.640189	5.590385	5.624596	5.591571	5.538162	5.700816	5.761137	5.805522	5.550361	5.59271
"CHRNG"	5.788049	5.653504	5.616076	5.616971	5.846084	5.7708	5.758206	5.542932	5.447197	5.586947
"BPGM"	5.597728	5.565451	5.604418	5.750257	5.862654	5.547631	5.654458	5.484489	5.556906	5.56779
"C11orf52"	5.85499	6.04271	5.896807	5.74674	6.242941	6.032214	6.104029	5.90849	5.938678	6.09263
"RHBG"	6.373123	6.018179	6.23652	5.867152	6.025774	6.312695	6.886232	6.202519	6.152998	6.194776
"MLLT1"	5.860495	5.970325	5.984809	5.991037	5.829962	5.997397	6.00421	5.841673	5.961151	5.922181
"C12orf45"	7.014813	7.210548	6.942996	6.690308	6.90292	6.949618	6.728019	6.940855	6.888308	6.926892
"GALR1"	5.713928	5.654179	5.621079	5.566404	5.745571	5.786339	5.573535	5.663825	5.545079	5.595597
"SLC1A7"	6.071812	5.763992	5.773418	5.891101	6.161155	5.959966	5.846663	6.476513	5.77286	5.856361
"RPL13A"	8.217203	8.357972	8.640639	7.879914	8.725093	8.33648	8.520446	8.516659	8.097345	8.066506
"KDM3A"	7.627971	7.590781	7.777877	7.580702	7.746326	7.936513	6.853182	7.768505	8.107014	7.94635
"GPR83"	5.949029	5.807637	5.889362	5.779107	5.967192	5.842414	6.371287	6.369802	6.39564	6.231611
"PMS2"	6.488125	6.48264	6.454533	6.361034	6.271613	6.28301	6.490957	6.513879	6.626799	6.659166
"ASCL1"	5.729474	5.633365	5.731237	5.635029	5.765542	5.748503	6.031138	5.909457	5.643906	5.717539
"SLC17A1"	5.639038	5.796749	5.801929	5.664218	5.320363	5.74102	5.514898	5.430785	5.694703	5.441004
"GLYR1"	5.981363	5.997549	5.858816	5.803717	5.731773	5.98706	6.027426	5.848981	5.932144	5.940553
"FLRT1"	5.596205	5.677071	5.544654	5.546437	5.752936	5.665359	5.619021	5.670753	5.709109	5.650839
"XKR6"	5.658523	5.672548	5.645856	5.461429	5.753192	5.675108	5.514374	5.625415	5.747264	5.574493
"URI1"	7.539529	7.601669	7.637597	7.48243	7.499896	7.351494	7.177781	7.517899	7.443203	7.656337
"ANGPTL3"	5.647339	5.708596	5.889812	5.688638	5.658687	5.760119	5.94952	5.636719	5.922475	5.746258
"SUPT16H"	5.804201	5.549509	5.636908	5.646928	5.707786	5.533406	5.872222	5.617677	5.624797	5.699927
"TEX30"	7.652023	7.307983	8.070857	7.651685	8.010279	7.726902	7.01593	7.411273	7.4239	7.625723
"RFX1"	7.358719	7.201063	7.16288	7.456509	7.368863	7.17205	7.457902	7.481402	7.252381	7.443896
"GPR27"	5.627314	5.57114	5.456701	5.590661	5.761192	5.590341	5.712441	5.619275	5.591817	5.580383
"NAT6"	6.137214	6.124053	5.827656	6.067601	6.219878	6.238406	6.59456	6.381453	6.311327	6.205357
"SNX12"	7.104968	7.183527	7.280171	6.992195	7.188698	7.877685	7.921776	7.197902	7.770619	7.616839
"DET1"	5.772141	5.734787	5.800493	5.905539	5.96292	5.688539	5.915455	5.843867	5.991517	5.897004
"PSMB3"	11.206587	10.988347	11.2914	10.862458	10.990528	11.142592	10.960866	10.665596	10.600055	10.884382
"IL17C"	5.562561	5.616055	5.398733	5.477877	5.791662	5.495664	5.453722	5.677234	5.525299	5.431574
"RFX3"	5.696303	5.395555	5.571626	5.726	5.763296	5.530623	5.560772	5.780137	5.596608	5.500405
"OR10K2"	5.609043	5.469315	5.521011	5.615464	5.698334	5.309273	5.624096	5.651244	5.421787	5.474473
"BRE"	7.140634	7.244255	7.236851	7.214813	7.18151	7.263404	7.524842	7.303307	7.371729	7.236194
"SLC39A10"	6.121709	5.639971	5.847376	5.765985	5.940029	5.541127	5.387735	6.063885	5.516677	5.706721
"F7"	5.615132	5.561047	5.618595	5.592815	5.72549	5.716256	5.614079	5.651193	5.630392	5.650621
"NEU1"	10.895681	11.467316	10.917384	11.187795	11.006064	12.331273	11.994682	11.517894	11.748852	12.435377
"DNAJC17"	6.602883	6.515552	6.101658	6.046452	6.24669	6.53151	6.633535	6.322904	6.348072	6.196787
"LPPR3"	5.86053	5.729075	5.639938	5.537029	5.594018	5.565854	5.39416	5.474863	5.781282	5.694581
"POLR1E"	7.154168	7.08706	7.034052	6.560114	6.574654	6.964332	7.018422	6.860203	6.722419	6.809747
"SMC4"	5.871466	5.780652	5.971916	5.863217	5.712728	5.612386	5.530658	5.653341	5.821765	5.614786
"SUSD2"	5.783049	5.667786	5.792011	5.606573	5.739247	5.902518	5.883332	5.839274	5.64994	5.810972
"PAPLN"	5.775842	5.608099	5.598014	5.834362	5.822592	5.710335	5.77396	5.880718	5.817038	5.844578
"C3AR1"	5.624834	5.619107	5.474802	5.807599	5.580758	5.665519	5.489046	5.607405	5.565135	5.6548
"ARHGEF10"	5.752259	5.752962	5.788489	5.54558	5.644714	5.645735	5.549595	5.551806	5.798716	5.577621
"TMEM180"	7.68613	7.662648	7.408885	8.289378	8.093904	7.917434	8.408786	8.220198	8.124628	7.902522
"SLC27A4"	7.370461	7.219635	6.843915	7.464822	7.566216	7.667683	8.108341	7.436056	7.194371	7.271988
"ZNF707"	7.895262	7.616496	7.028191	7.528743	7.881417	7.848915	8.419814	8.795047	8.08947	8.46167
"DEGS1"	8.984311	9.362648	9.525849	8.990915	8.768558	9.017317	9.265766	8.585685	8.613069	8.824971
"SH3KBP1"	6.994222	6.544117	7.465749	7.396144	6.815871	6.911828	6.589224	6.841811	6.793524	6.561969
"CDC16"	8.372581	8.229501	8.340302	8.305611	8.048564	7.963248	8.238056	8.21636	8.556953	8.257119
"MESDC2"	5.781945	5.467308	5.51145	5.51082	5.544271	5.490281	5.599764	5.563982	5.454213	5.523316
"ZGPAT"	6.217069	6.229819	6.134163	6.099491	6.21896	6.179662	6.614636	6.241068	6.104599	6.196482
"UBN2"	6.822108	6.471285	6.994338	6.708686	6.901731	6.327539	6.383828	6.95571	6.636309	6.600993
"DTX2"	6.849024	6.683095	6.738216	6.595411	6.780447	6.801101	6.921653	6.591897	6.599939	6.762756
"MAZ"	5.777349	5.799298	5.761218	5.720478	6.062956	5.722951	6.000585	5.877924	5.758736	5.753628
"CBWD1"	7.163297	6.967197	7.34345	7.173301	7.329374	7.290648	6.540382	6.846527	6.881952	6.952119
"NUP54"	5.956199	5.790728	5.840229	5.846783	5.830135	5.89353	5.922742	5.996089	5.863309	5.956662
"FAM3B"	10.353076	10.12161	10.124515	9.977212	10.144672	10.034308	10.136701	9.498275	9.756916	9.84435
"CPQ"	8.449296	8.543002	8.640186	8.458496	8.887535	8.871216	9.196557	9.005334	9.149391	9.175837
"PPARGC1A"	8.957208	9.040889	8.592019	8.720561	8.781357	8.448522	8.435735	9.407345	9.278934	8.932851
"SNAP47"	6.636697	6.301038	6.123025	6.279156	6.452598	6.432704	7.013521	6.492618	6.442294	6.625337
"DDX3X"	9.590127	9.855967	10.043209	9.973621	9.253566	8.857017	8.586894	9.156882	9.417137	8.918879
"KAZALD1"	6.078888	5.80949	5.801125	5.884093	6.048627	6.153713	6.411419	5.794943	6.324877	5.917472
"MYL12A"	11.403626	11.449757	11.215746	11.154534	11.2537	11.745962	11.798995	11.297669	11.686967	11.729644
"FKBPL"	5.863799	6.038732	5.872436	5.850517	5.645837	5.983873	6.200804	5.970198	6.048559	6.055424
"CHST12"	5.687889	5.437076	5.578628	5.69682	5.762836	5.489637	5.575859	5.721306	5.504162	5.462116
"GRIN2D"	5.57379	5.32471	5.505535	5.541409	5.598272	5.413825	5.557041	5.703297	5.237578	5.268503
"FAM53B"	5.83871	5.789661	5.79948	5.795789	5.675618	5.88218	5.942756	5.733789	5.806439	5.857284
"HEBP2"	6.735445	6.369309	6.820599	6.651695	6.631356	6.168864	6.38467	6.546422	6.491592	6.33962
"RUFY3"	5.768319	5.915918	5.928323	5.798981	5.844352	5.892842	5.908975	5.915064	5.913613	5.752504
"DBNL"	8.21069	7.998966	7.973989	7.960541	7.761142	8.061504	8.492907	8.01219	8.137971	7.868509
"ADRB1"	5.642346	5.759547	5.712765	5.664059	5.514554	5.665889	5.68497	5.63946	5.552731	5.729859
"KCTD4"	5.719226	5.536398	5.551352	5.693676	5.759305	5.614786	5.567685	5.741661	5.386321	5.594734
"FGF21"	5.889311	5.712502	5.654307	5.787299	5.87673	5.605448	6.012892	5.844264	5.596149	5.837423
"SQSTM1"	10.09654	10.385899	10.514144	10.847779	10.528658	10.496161	10.799471	10.474929	10.790809	10.805669
"MICALL2"	6.837024	6.824824	6.506328	6.863406	6.670844	6.743341	7.004031	6.669846	6.546172	6.541117
"DLG4"	5.763413	5.456298	5.632036	5.61622	5.704482	5.653051	5.553629	5.737465	5.562753	5.620459
"RHBDL1"	6.144082	6.47911	6.337812	6.754648	6.320344	6.603767	6.84551	6.515732	6.518091	6.618261
"S100A8"	6.773244	5.882218	8.33691	8.756223	6.166273	9.970203	7.993856	7.40098	6.768441	7.439439
"AVP"	5.551657	5.741077	5.551698	5.639668	5.628018	5.738065	5.725626	5.524189	5.541015	5.620528
"APOB"	5.67716	5.721285	5.611892	5.62679	5.52277	5.969288	5.891993	5.742287	5.712295	5.719691
"PGAP3"	6.489093	6.516467	6.134202	6.437102	6.650542	6.837939	6.831185	6.685096	6.637783	6.673063
"GALNT13"	5.628343	5.677216	5.547388	5.610709	5.608732	5.441927	5.638882	5.644978	5.44702	5.509723
"MMP9"	5.892113	5.86223	5.806376	6.030005	5.967348	6.062401	6.320081	5.776473	6.00115	5.937129
"KRT18"	10.920859	10.724796	11.417592	11.134499	10.691136	9.957827	10.558851	10.34928	10.513073	10.563958
"CCDC89"	5.519538	5.624285	5.664696	5.55434	5.492127	5.551611	5.399002	5.508909	5.541193	5.558733
"KISS1R"	5.826773	5.553379	5.578426	5.713455	5.854136	5.710944	5.668246	5.827957	5.633665	5.620184
"PMF1"	5.956774	5.942134	5.892622	5.974243	6.205413	6.152867	6.010206	6.325497	5.967907	5.926073
"TGFB1"	5.832996	5.743918	5.690664	5.748981	5.929126	5.62574	5.738753	5.732498	5.557602	5.551949
"RPL39"	13.437773	13.388106	13.325999	13.278987	13.679489	13.587953	13.368346	13.593434	13.349205	13.483701
"PIP5K1B"	9.567258	9.417575	9.747558	9.609308	9.342613	9.618823	9.159126	9.36996	9.735725	9.664642
"NDUFS8"	11.066205	11.152404	11.349817	11.128693	11.103281	11.234794	11.622444	11.033652	11.317248	11.164788
"CST5"	5.631968	5.701284	5.564828	5.662535	5.563558	5.489479	5.763801	5.726706	5.649001	5.611313
"OR4A16"	5.879238	5.881026	5.728446	5.98351	5.839999	6.015052	5.910538	5.636447	5.825258	5.809809
"THEM5"	5.773407	5.515313	5.689725	5.684228	5.585091	5.65791	5.798501	5.586784	5.614016	5.647995
"BAG1"	12.77115	12.76416	12.898649	12.8346	12.748647	12.639962	13.089384	12.878966	12.598538	12.8346
"BCL11A"	6.88744	6.895267	6.749147	6.777593	6.624801	6.338815	6.982397	6.778838	6.411065	6.498682
"YARS2"	5.487201	5.402172	5.475093	5.703791	5.568101	5.35163	5.62692	5.532633	5.608099	5.57142
"LCN2"	5.823562	5.619917	6.261458	6.028166	5.640568	7.072332	5.769307	5.965418	5.666365	5.965128
"S100A6"	11.909057	11.952999	11.920849	12.185885	12.361512	12.185885	12.160803	12.324204	12.469287	12.26991
"TACC2"	5.702347	5.646937	5.601475	5.690226	5.683415	5.64082	5.818609	5.817447	5.645699	5.775508
"C19orf59"	5.568389	5.700136	5.683698	5.792531	5.854646	5.712665	5.720093	5.498485	5.770596	5.560354
"DMRTA1"	5.708521	5.589467	5.668477	5.571893	5.722141	5.508683	5.601782	5.781459	5.673136	5.69176
"ORMDL3"	7.568213	7.57643	7.29984	7.26165	7.689392	8.254942	8.160479	7.60878	7.631881	7.930286
"DCTN4"	9.480992	9.601978	9.260246	9.192563	9.235044	9.075979	8.784405	9.051542	8.78957	9.131125
"LPPR4"	5.434899	5.608622	5.600984	5.537351	5.547787	5.546225	5.427488	5.506841	5.577383	5.51504
"RARS2"	7.579458	7.71677	7.534682	7.435644	7.580451	7.619262	7.129662	7.618095	7.748594	7.438952
"FAR1"	6.183509	6.262141	6.439	6.466887	6.473134	6.230886	5.898143	6.173159	6.337198	6.214412
"NLE1"	6.081228	6.088158	6.135185	6.05264	5.978403	5.7859	6.051753	6.042539	5.938701	5.802855
"ARIH1"	7.459313	7.436056	7.506036	7.865736	7.305155	7.060188	6.740678	7.206658	7.080665	6.915712
"TMCC1"	7.831471	7.945751	8.094765	7.984931	7.626313	8.054513	7.61435	7.497055	7.987289	7.904453
"E2F8"	5.732542	5.67716	5.502039	5.643438	6.154877	5.606902	5.518734	5.811281	5.40993	5.402681
"RPS14"	13.820352	13.602088	13.53073	13.354339	13.636633	13.661002	13.625295	13.711031	13.711031	13.61795
"PFKFB4"	9.472121	9.0243	8.866745	9.156882	9.068447	9.027479	9.385343	8.979101	9.217265	9.281849
"METTL22"	6.722084	6.726619	6.781514	6.760075	6.813444	7.28711	6.814862	6.786189	7.175807	7.066166
"TIMP2"	6.71703	6.450244	6.215113	6.492618	6.239796	6.225664	6.617753	6.429892	5.910658	6.138002
"DOK7"	5.7403	5.723099	5.595119	5.718398	5.858122	5.690077	5.764266	5.861814	5.608481	5.729418
"SARS"	7.072574	7.209292	6.897489	6.825454	7.005317	7.146486	7.436861	7.023067	7.178455	7.141552
"LRP6"	6.17467	6.423104	6.350086	6.443841	6.742928	6.60326	6.15035	6.439826	6.719181	6.318803
"PRPF6"	8.594305	8.741622	8.652888	8.285258	8.263352	8.476313	8.703272	8.348397	8.464977	8.591704
"NUPL2"	6.637783	6.668701	6.929653	6.663867	6.761185	6.619768	7.116042	6.84527	6.555439	6.885328
"PSCA"	5.852132	5.749294	5.711098	5.773327	5.926136	5.918597	6.113432	5.700738	5.77865	5.912117
"FAM131A"	5.902754	5.712784	5.557807	5.655819	5.737491	5.654128	5.684719	5.858427	5.662968	5.668635
"RAE1"	8.14405	7.928026	7.980191	7.980191	7.900157	8.161286	8.08947	7.915451	7.853255	7.802133
"LEFTY2"	5.61516	5.550816	5.606848	5.762642	5.564439	5.544809	5.607326	5.637992	5.574587	5.515727
"SSH2"	6.09525	5.959142	6.028076	5.971848	6.141099	5.965193	6.084526	6.002863	5.838479	5.901685
"F11R"	8.360122	8.460591	7.873358	8.134143	8.350308	8.405295	8.148855	7.911089	8.142106	8.310564
"CABP4"	5.621618	5.62115	5.656789	5.741021	5.54331	5.594731	5.734017	5.58663	5.695815	5.606689
"METTL25"	6.931393	6.77743	6.885328	7.151195	6.828021	6.497421	6.657126	7.246854	6.824449	6.986943
"SLC37A3"	5.911339	6.022426	6.051813	5.946282	6.096503	5.994057	5.908364	5.881431	6.087987	5.827195
"SCAF11"	8.24143	8.313403	8.565372	8.856636	8.339497	8.050645	7.810675	8.236702	8.425753	8.107559
"ABHD4"	7.252295	7.526275	7.072913	7.459313	7.426677	7.954692	7.75131	7.532918	7.775015	7.762313
"METTL9"	8.977096	8.926422	9.159628	8.739311	8.777228	9.188117	8.172598	8.839816	9.16954	8.952225
"RPH3AL"	5.584707	5.610201	5.717568	5.574348	5.642951	5.634243	5.635655	5.564701	5.660298	5.472771
"NFX1"	6.034574	6.275396	6.123806	6.391065	5.998787	6.332785	6.303449	6.492104	6.659373	6.644827
"BCMO1"	5.905038	5.771302	5.58504	5.584846	5.97053	5.862776	5.702693	5.928146	5.693423	5.922852
"CMBL"	8.598208	8.514453	8.046619	8.24348	8.568818	8.722153	8.868617	7.980506	8.712971	8.702803
"PNPO"	8.170396	8.649112	7.712242	7.727548	8.199632	8.223673	8.848623	7.745356	8.254838	8.21228
"SLC6A4"	7.017239	7.171209	7.578887	7.072332	7.413034	7.199216	7.770344	7.682256	7.528457	7.622937
"NEU3"	5.885607	5.779147	5.87949	5.672722	5.927411	5.8009	5.785961	5.853648	6.036061	6.024838
"PSKH1"	9.404862	9.251407	9.019015	9.553375	9.793633	9.759658	9.664642	9.83574	9.74492	9.905329
"DENND1A"	6.088161	6.046536	5.782886	5.934586	6.015129	6.047045	5.971137	6.00572	5.912776	5.814602
"MESP2"	5.696374	5.481445	5.554238	5.534126	5.638439	5.612315	5.546482	5.539107	5.535138	5.632906
"B9D1"	7.305494	7.265719	7.28149	7.356468	7.166452	6.643992	7.109297	6.749889	6.631614	6.845768
"ERRFI1"	10.12203	9.938772	10.441384	11.132649	10.746154	10.176372	10.006427	10.312926	10.140583	10.230055
"EVA1B"	5.834958	5.67017	5.591571	5.601272	5.586809	5.754527	5.443881	5.542589	5.665859	5.60208
"TASP1"	6.509708	6.540646	6.320922	6.293837	6.232497	5.98836	6.169629	6.461443	6.480556	6.20557
"UGT2A3"	5.711479	5.467731	5.56944	5.518232	5.552462	5.573044	5.416049	5.705148	5.594475	5.495621
"PGPEP1L"	5.486909	5.258851	5.545368	5.551386	5.646502	5.481694	5.583789	5.751243	5.326182	5.419846
"ELOVL2"	5.817356	5.737578	5.717014	5.604242	5.632819	5.764939	5.674799	5.76417	5.723195	5.856629
"KCNJ3"	5.750648	5.589941	5.478195	5.772555	5.862048	5.634046	5.772277	5.864847	5.718841	5.736831
"CD34"	5.522995	5.560381	5.524683	5.480702	5.35906	5.489464	5.47453	5.305957	5.461618	5.546045
"NPVF"	5.533218	5.558705	5.640168	5.661031	5.619583	5.695496	5.611649	5.703652	5.587087	5.594922
"UQCRQ"	5.752094	5.562189	5.615936	5.664404	5.593697	5.525508	5.611806	5.664684	5.647517	5.668799
"MAP2K1"	8.945222	8.780406	8.396069	8.345917	8.464148	8.275076	8.88427	8.117514	8.602793	8.4206
"DAGLB"	7.641365	7.483836	7.307533	7.511577	7.63369	7.62113	7.508162	7.255726	7.296151	7.176473
"SV2B"	5.597338	5.664404	5.527361	5.603218	5.429468	5.704136	5.530718	5.457696	5.684339	5.763025
"PAX4"	5.705029	5.588086	5.647984	5.594174	5.606361	5.709932	5.735331	5.72133	5.600584	5.682171
"PIF1"	6.738394	6.286339	6.898902	6.633012	5.697574	6.109876	6.075125	5.947754	6.057381	6.037686
"CORO1A"	7.454022	6.977944	7.204914	7.2478	7.240805	7.285058	6.959678	7.365128	6.670526	6.802642
"TAS1R2"	5.586582	5.565284	5.624309	5.626684	5.840303	5.559295	5.496061	5.664203	5.522779	5.541216
"ABCB5"	5.543249	5.67339	5.79243	5.747119	5.540003	5.568188	5.616773	5.584659	5.824626	5.740605
"NIFK"	8.572225	8.33224	8.288038	8.068895	8.197569	8.150077	8.00993	8.071384	8.394616	8.288861
"SAR1B"	9.440624	9.574298	9.512915	9.208243	9.302124	9.776659	9.669127	9.365218	9.656524	9.581693
"SDC3"	5.575879	5.685113	5.758616	5.524061	5.695731	5.684777	5.892573	5.784677	5.733302	5.718923
"NPSR1"	5.512692	5.665489	5.620774	5.48458	5.578502	5.611097	5.545118	5.62437	5.629634	5.499069
"CRISP2"	5.58565	5.517054	5.625609	5.542393	5.862463	5.50522	5.524421	5.719291	5.317387	5.442969
"MTFMT"	6.155431	6.099049	6.110362	5.98354	6.346454	6.231221	6.118522	6.215243	6.248082	6.231063
"STXBP3"	5.919667	5.60485	5.861662	5.796624	5.722553	5.909457	5.873442	5.810575	5.837538	5.781459
"ANXA9"	6.317707	6.085218	5.876844	5.983361	6.029164	5.734853	5.662518	5.871375	5.731076	5.655022
"RNMTL1"	6.570029	6.560822	6.654861	6.486146	6.647749	6.505946	6.900308	6.590024	6.496091	6.44094
"SLC5A1"	8.102329	8.268096	8.182191	8.485286	8.172854	8.727587	8.746033	8.252404	8.726696	8.238615
"EXOSC7"	10.126023	10.241761	9.987331	9.965533	10.120052	10.146353	10.174873	10.222017	9.930172	10.222017
"MAN1A1"	6.108797	6.034892	6.19407	6.079227	6.117036	6.250589	5.730803	6.291565	6.278821	6.229994
"GPX3"	6.035281	5.858972	5.678663	5.744645	5.665889	5.840067	6.558899	6.302209	5.668718	5.756103
"CYP20A1"	6.111437	6.097814	6.194623	6.042559	6.270057	6.039751	6.26707	6.24744	6.408843	6.513673
"KCNS1"	5.728552	5.683504	5.777257	5.720656	5.735158	5.86629	6.091762	5.77268	5.788013	5.775451
"IGSF6"	5.805531	5.751929	5.684569	5.501979	5.735943	5.611136	5.643077	5.557216	5.50131	5.621294
"LRRC25"	5.517894	5.57671	5.519442	5.546467	5.571461	5.538099	5.469452	5.43925	5.457887	5.64109
"C1QC"	5.568638	5.660814	5.542279	5.650886	5.882864	5.676086	5.724821	5.679503	5.470115	5.577848
"SLITRK4"	5.553677	5.231353	5.588364	5.51883	5.726267	5.460824	5.508649	5.533742	5.527004	5.507004
"PAPD7"	6.738212	6.845027	6.99096	7.055581	6.949101	7.121224	7.007037	6.884825	6.924771	6.909439
"FBXO32"	7.851644	7.679025	6.937666	7.319457	8.879963	7.211798	7.739369	8.399369	8.191327	8.408554
"CHGA"	6.288601	6.646839	5.80408	6.001377	6.259905	6.258927	6.611234	6.566272	6.230235	6.47212
"EFNB2"	8.019237	7.673718	7.67428	7.801202	7.821735	7.757069	7.53707	7.545916	7.941589	7.760507
"FASTKD5"	7.934487	7.748644	8.587783	8.32871	8.590991	7.495681	8.051482	7.65791	7.571336	7.799105
"BMS1"	6.326925	6.34866	6.434572	6.173984	6.180804	5.976105	5.681738	6.264836	6.156198	6.315873
"SMPD3"	8.717258	8.497106	9.273516	8.821085	9.044409	8.332626	8.736172	8.927638	8.475038	8.713965
"CCNE1"	5.724281	5.738343	6.012801	5.777073	5.732724	5.932255	5.854941	5.614715	5.764725	5.723126
"EIF4G1"	8.631609	8.898952	8.817032	8.786134	8.290901	8.859256	8.669358	8.846665	8.559208	8.574832
"BNIP3L"	10.191508	10.164552	10.020556	10.026649	10.117617	9.715557	9.301149	9.82737	10.311777	10.188532
"RNASEH1"	6.523901	6.597473	6.428193	6.289656	6.438444	6.876111	6.482445	6.626977	6.60589	6.568478
"ACAP1"	8.035819	8.076472	9.613017	9.581868	8.921243	9.09211	8.673994	8.120184	8.575728	8.330401
"SWSAP1"	7.936881	7.901813	7.65271	7.239394	7.165995	7.564863	7.945431	7.509064	7.391737	7.675072
"MATN2"	5.877688	5.547827	5.60785	5.684402	5.648649	5.582556	5.525111	5.822154	5.467274	5.604445
"C1QTNF9B"	5.930866	5.770535	5.619897	5.757681	5.728242	5.843731	5.737214	5.898272	5.808602	5.814893
"PRSS2"	5.683365	5.613258	5.540591	8.660237	5.616832	6.215379	5.528612	5.719852	5.583776	8.018119
"BIK"	7.274398	7.332856	6.446962	6.724597	7.120678	6.98218	6.962041	6.77451	6.983866	7.109297
"CCL17"	5.626714	5.624574	5.614261	5.676685	5.518685	5.661786	5.316612	5.602921	5.628148	5.804123
"IQCJ"	5.638192	5.586382	5.52262	5.552031	5.288258	5.546467	5.433251	5.282622	5.627823	5.637453
"PRDX4"	9.576041	9.464112	10.4624	10.160487	9.88911	7.949259	9.01149	9.719449	8.644973	8.567468
"HOXA11"	5.731399	5.693956	5.65975	5.556433	5.500929	5.641263	5.526202	5.579575	5.773327	5.535874
"DDX58"	6.711688	6.585297	7.286864	7.812713	7.115911	6.817322	6.491276	6.654304	6.725011	6.676213
"SDF2"	9.526388	9.683297	9.611488	9.335625	9.823998	9.68907	10.045841	9.692294	10.108421	9.894957
"NPRL3"	6.168556	6.192822	5.98273	6.09801	6.150595	6.339644	6.203352	6.197957	6.038708	6.329061
"RADIL"	5.634978	5.536256	5.722319	5.741948	5.750764	5.598725	5.450363	5.767683	5.545526	5.654269
"AMOT"	5.657849	5.682419	5.623232	5.679905	5.552488	5.741378	5.692534	5.538466	5.543306	5.576266
"GJA10"	5.555593	5.762486	5.610486	5.639517	5.700315	5.541079	5.684496	5.462709	5.446729	5.703073
"OASL"	7.21977	7.404668	8.733305	8.839607	8.465374	8.344423	8.074481	7.480674	7.820858	7.763922
"FBXO36"	7.006306	7.160462	6.679644	6.63586	7.00864	7.110527	7.285112	6.811502	7.204808	7.120414
